date,p_model,p_pin,psw_bet,y_bet,market_edge,winner_name,loser_name,surface,kelly_stake_pct
2024-04-15,0.6271449572044064,0.5678391959798995,1.72,1,0.059305761224506925,Taylor Fritz,Jack Draper,Clay,2.5
2024-04-15,0.8683866041461054,0.6374407582938388,1.53,1,0.23094584585226652,Alejandro Tabilo,Joao Fonseca,Clay,2.5
2024-04-15,0.980697368485223,0.8680800942285041,1.12,1,0.11261727425671897,Casper Ruud,Alexandre Muller,Clay,2.5
2024-04-15,0.9106387401430646,0.7828371278458844,1.24,1,0.12780161229718012,Cameron Norrie,Harold Mayot,Clay,2.5
2024-04-22,0.9818534636286741,0.6612903225806451,1.47,0,0.32056314104802897,Facundo Bagnis,Brandon Nakashima,Clay,2.5
2024-04-22,0.4986682942367714,0.4024691358024692,2.42,1,0.09619915843430221,Juncheng Shang,Corentin Moutet,Clay,2.5
2024-04-22,0.8011814552597111,0.44050632911392407,2.21,0,0.360675126145787,Taro Daniel,Aleksandar Vukic,Clay,2.5
2024-04-22,0.8369414136112506,0.5583756345177665,1.74,0,0.2785657790934841,Mariano Navone,Alexei Popyrin,Clay,2.5
2024-04-22,0.913684257904842,0.7193347193347194,1.35,1,0.1943495385701226,Matteo Arnaldi,Christopher O'Connell,Clay,2.5
2024-04-22,0.9898151940660155,0.6534883720930232,1.49,1,0.33632682197299224,Lorenzo Sonego,Richard Gasquet,Clay,2.5
2024-04-22,0.9179351172216849,0.5753768844221105,1.69,1,0.3425582327995743,Pavel Kotov,Albert Ramos-Vinolas,Clay,2.5
2024-04-22,0.7540410821878858,0.4175,2.33,1,0.3365410821878858,Flavio Cobolli,Alejandro Tabilo,Clay,2.5
2024-04-22,0.9862923744450954,0.7755834829443448,1.25,1,0.21070889150075067,Felix Auger-Aliassime,Yoshihito Nishioka,Clay,2.5
2024-04-22,0.9551603922998955,0.6198547215496368,1.57,1,0.33530567075025863,Joao Fonseca,Alex Michelsen,Clay,2.5
2024-04-22,0.9699020546724773,0.7349397590361445,1.32,1,0.23496229563633275,Borna Coric,Benjamin Hassan,Clay,2.5
2024-04-22,0.9245403308797339,0.5583756345177665,1.74,1,0.36616469636196736,Miomir Kecmanovic,Zhizhen Zhang,Clay,2.5
2024-04-22,0.6457021997124377,0.43434343434343436,2.24,1,0.21135876536900333,Luciano Darderi,Gael Monfils,Clay,2.5
2024-04-22,0.4441781166521004,0.2772073921971253,3.52,0,0.16697072445497507,Andrey Rublev,Felix Auger-Aliassime,Clay,2.5
2024-04-22,0.758507497548076,0.585,1.66,1,0.17350749754807604,Hubert Hurkacz,Jack Draper,Clay,2.5
2024-04-22,0.7525527313701861,0.6339712918660287,1.53,0,0.11858143950415734,Pedro Cachin,Sebastian Ofner,Clay,2.5
2024-04-22,0.5436984991031446,0.3810679611650486,2.55,1,0.162630537938096,Thiago Monteiro,Dusan Lajovic,Clay,2.5
2024-04-22,0.914807970777283,0.6240963855421686,1.56,1,0.2907115852351144,Jack Draper,Thanasi Kokkinakis,Clay,2.5
2024-05-06,0.9564136087335533,0.39215686274509803,2.48,1,0.5642567459884553,Alexandre Muller,Marton Fucsovics,Clay,2.5
2024-05-06,0.6472537072648059,0.5370843989769821,1.81,1,0.11016930828782379,Corentin Moutet,Roman Safiullin,Clay,2.5
2024-05-06,0.8064840318054898,0.39655172413793105,2.45,1,0.4099323076675587,Yannick Hanfmann,Jakub Mensik,Clay,2.5
2024-05-06,0.835852071363182,0.3985148514851485,2.43,1,0.4373372198780335,Matteo Gigante,Giulio Zeppieri,Clay,2.5
2024-05-06,0.9117018623729021,0.6666666666666667,1.46,1,0.24503519570623533,Pavel Kotov,Alex Michelsen,Clay,2.5
2024-05-06,0.775726734620681,0.4629156010230179,2.1,1,0.3128111335976631,Dusan Lajovic,Lorenzo Sonego,Clay,2.5
2024-05-06,0.900190858274719,0.5358974358974359,1.81,1,0.3642934223772831,Miomir Kecmanovic,Brandon Nakashima,Clay,2.5
2024-05-06,0.904124192884544,0.8152173913043479,1.19,1,0.08890680158019615,Matteo Arnaldi,Harold Mayot,Clay,2.5
2024-05-06,0.93408271581461,0.7216494845360824,1.35,1,0.21243323127852765,Alexander Zverev,Nicolas Jarry,Clay,2.5
2024-05-06,0.9108378890462012,0.4543147208121827,2.15,1,0.4565231682340185,Nicolas Jarry,Tommy Paul,Clay,2.5
2024-05-06,0.9100029811622434,0.5810473815461347,1.68,1,0.32895559961610876,Alejandro Tabilo,Zhizhen Zhang,Clay,2.5
2024-05-06,0.8052421912473032,0.4143920595533499,2.36,1,0.39085013169395333,Tommy Paul,Hubert Hurkacz,Clay,2.5
2024-05-06,0.5359915620055714,0.37349397590361433,2.6,0,0.16249758610195708,Terence Atmane,Christopher Eubanks,Clay,2.5
2024-05-06,0.8616943680747119,0.7816901408450704,1.24,1,0.08000422722964151,Jan-Lennard Struff,Pedro Cachin,Clay,2.5
2024-05-06,0.9360939960460967,0.6566125290023201,1.48,1,0.2794814670437765,Stefano Napolitano,J.J. Wolf,Clay,2.5
2024-05-06,0.8886813185493756,0.5775000000000001,1.69,1,0.3111813185493755,Karen Khachanov,Francisco Cerundolo,Clay,2.5
2024-05-20,0.9008278175752529,0.744140625,1.31,1,0.15668719257525288,Casper Ruud,Sebastian Baez,Clay,2.5
2024-05-20,0.8630611200677843,0.6689342403628117,1.46,1,0.19412687970497267,Tomas Machac,Alex Michelsen,Clay,2.5
2024-05-20,0.9096185122620977,0.7733812949640287,1.26,1,0.13623721729806892,Casper Ruud,Flavio Cobolli,Clay,2.5
